<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.03.30	06:15:00	4504.60	4509.37	4503.92	4506.20	1602	0	29
2026.03.30	06:20:00	4506.16	4517.57	4505.87	4511.62	1763	0	29
2026.03.30	06:25:00	4511.61	4512.66	4506.30	4507.07	1701	0	29
2026.03.30	06:30:00	4507.03	4507.70	4503.88	4505.45	1413	0	29
2026.03.30	06:35:00	4505.42	4505.84	4502.77	4503.25	1218	0	29
2026.03.30	06:40:00	4503.37	4505.03	4499.80	4503.50	1256	0	29
2026.03.30	06:45:00	4503.23	4507.48	4500.28	4505.64	1262	0	29
2026.03.30	06:50:00	4505.64	4506.45	4502.76	4503.93	1080	0	29
2026.03.30	06:55:00	4503.91	4504.17	4494.58	4496.07	1271	0	29
2026.03.30	07:00:00	4496.07	4498.67	4494.37	4494.56	1284	0	29
2026.03.30	07:05:00	4494.60	4494.87	4489.47	4490.57	1411	0	29
2026.03.30	07:10:00	4490.57	4491.31	4486.83	4487.68	1253	0	29
2026.03.30	07:15:00	4487.68	4491.18	4487.45	4488.20	920	0	29
2026.03.30	07:20:00	4488.19	4495.48	4487.39	4494.38	1130	0	29
2026.03.30	07:25:00	4494.38	4494.41	4490.39	4490.57	1180	0	29
2026.03.30	07:30:00	4490.61	4491.21	4487.06	4487.85	1151	0	29
2026.03.30	07:35:00	4487.85	4490.22	4486.70	4487.91	961	0	29
2026.03.30	07:40:00	4487.89	4489.65	4486.31	4488.20	977	0	29
2026.03.30	07:45:00	4488.20	4491.40	4486.94	4488.41	1044	0	29
2026.03.30	07:50:00	4488.81	4492.11	4488.12	4492.05	983	0	29
2026.03.30	07:55:00	4492.05	4498.70	4492.05	4496.79	1242	0	29
2026.03.30	08:00:00	4496.78	4500.99	4496.78	4499.24	1305	0	29
2026.03.30	08:05:00	4499.24	4505.03	4498.44	4504.59	1185	0	29
2026.03.30	08:10:00	4504.53	4508.06	4503.61	4504.75	1463	0	29
2026.03.30	08:15:00	4504.87	4513.33	4504.72	4511.57	1286	0	29
2026.03.30	08:20:00	4511.58	4515.69	4510.69	4514.56	1265	0	29
2026.03.30	08:25:00	4514.64	4514.66	4504.06	4505.35	1383	0	29
2026.03.30	08:30:00	4505.47	4512.66	4503.41	4511.60	1816	0	29
2026.03.30	08:35:00	4511.67	4515.23	4506.18	4506.19	1645	0	29
2026.03.30	08:40:00	4506.26	4510.70	4504.63	4510.36	1502	0	29
2026.03.30	08:45:00	4510.37	4521.43	4510.11	4520.59	1564	0	29
2026.03.30	08:50:00	4520.64	4528.46	4518.17	4526.07	1625	0	29
2026.03.30	08:55:00	4526.09	4527.14	4521.48	4522.30	1584	0	29
2026.03.30	09:00:00	4522.30	4526.72	4517.05	4526.42	1714	0	29
2026.03.30	09:05:00	4526.41	4533.47	4523.37	4528.83	1638	0	29
2026.03.30	09:10:00	4528.99	4534.32	4526.86	4530.39	1652	0	29
2026.03.30	09:15:00	4530.39	4535.21	4526.65	4532.35	1699	0	29
2026.03.30	09:20:00	4532.40	4533.19	4527.00	4532.73	1608	0	29
2026.03.30	09:25:00	4532.80	4533.37	4527.87	4528.54	1656	0	29
2026.03.30	09:30:00	4528.51	4536.48	4526.14	4534.89	1582	0	29
2026.03.30	09:35:00	4534.89	4541.51	4532.01	4536.49	1623	0	29
2026.03.30	09:40:00	4536.47	4541.77	4535.75	4540.05	1329	0	29
2026.03.30	09:45:00	4540.15	4550.57	4539.65	4546.17	1607	0	29
2026.03.30	09:50:00	4546.20	4546.54	4535.95	4536.25	1640	0	29
2026.03.30	09:55:00	4536.16	4537.80	4531.63	4532.47	1614	0	29
2026.03.30	10:00:00	4532.51	4533.48	4523.82	4524.31	1676	0	29
2026.03.30	10:05:00	4524.42	4533.27	4523.73	4532.46	1555	0	29
2026.03.30	10:10:00	4532.50	4534.51	4529.25	4534.16	1479	0	29
2026.03.30	10:15:00	4534.21	4534.55	4526.93	4529.91	1435	0	29
2026.03.30	10:20:00	4529.94	4532.54	4526.01	4528.29	1434	0	29
2026.03.30	10:25:00	4528.29	4528.65	4520.53	4522.67	1657	0	29
2026.03.30	10:30:00	4522.70	4525.97	4515.84	4517.14	1570	0	29
2026.03.30	10:35:00	4517.17	4524.06	4516.02	4523.22	1361	0	29
2026.03.30	10:40:00	4523.21	4524.41	4517.54	4521.15	1565	0	29
2026.03.30	10:45:00	4521.23	4521.96	4519.13	4520.51	1371	0	29
2026.03.30	10:50:00	4520.51	4526.21	4519.25	4524.83	1312	0	29
2026.03.30	10:55:00	4524.77	4528.02	4524.33	4527.21	1369	0	29
2026.03.30	11:00:00	4527.16	4530.71	4524.94	4527.76	1559	0	29
2026.03.30	11:05:00	4527.76	4535.86	4526.80	4534.99	1619	0	29
2026.03.30	11:10:00	4534.98	4537.00	4531.69	4533.76	1357	0	29
2026.03.30	11:15:00	4533.85	4533.93	4531.63	4532.66	1125	0	29
2026.03.30	11:20:00	4532.61	4535.78	4525.75	4530.17	1553	0	29
2026.03.30	11:25:00	4530.17	4532.52	4526.39	4528.72	1371	0	29
2026.03.30	11:30:00	4528.72	4538.07	4528.56	4532.75	1417	0	29
2026.03.30	11:35:00	4532.74	4537.21	4530.50	4536.85	1271	0	29
2026.03.30	11:40:00	4536.86	4536.91	4531.71	4532.86	1075	0	29
2026.03.30	11:45:00	4532.87	4537.32	4532.61	4535.80	1205	0	29
2026.03.30	11:50:00	4535.84	4540.40	4534.25	4538.74	1214	0	29
2026.03.30	11:55:00	4538.74	4540.38	4534.60	4538.22	1219	0	29
2026.03.30	12:00:00	4538.27	4540.55	4536.08	4539.38	1268	0	29
2026.03.30	12:05:00	4539.49	4540.31	4530.74	4533.29	1352	0	29
2026.03.30	12:10:00	4533.30	4534.26	4528.05	4529.55	1492	0	29
2026.03.30	12:15:00	4529.56	4530.11	4523.67	4528.41	1642	0	29
2026.03.30	12:20:00	4528.41	4536.48	4527.67	4531.24	1473	0	29
2026.03.30	12:25:00	4531.22	4532.29	4527.05	4527.55	1322	0	29
2026.03.30	12:30:00	4527.59	4529.69	4523.72	4526.34	1467	0	29
2026.03.30	12:35:00	4526.33	4534.90	4526.07	4533.84	1381	0	29
2026.03.30	12:40:00	4533.78	4538.12	4532.76	4537.12	1376	0	29
2026.03.30	12:45:00	4537.12	4538.36	4533.00	4533.27	1350	0	29
2026.03.30	12:50:00	4533.31	4535.06	4528.74	4532.82	1320	0	29
2026.03.30	12:55:00	4532.85	4533.39	4529.53	4532.26	1262	0	29
2026.03.30	13:00:00	4533.05	4534.19	4529.22	4533.96	1037	0	29
2026.03.30	13:05:00	4533.99	4535.41	4532.31	4533.19	1097	0	29
2026.03.30	13:10:00	4533.19	4536.24	4531.65	4532.93	1170	0	29
2026.03.30	13:15:00	4532.88	4538.92	4530.54	4537.12	1149	0	29
2026.03.30	13:20:00	4537.07	4539.94	4531.38	4531.72	1347	0	29
2026.03.30	13:25:00	4531.71	4532.72	4527.74	4531.27	1298	0	29
2026.03.30	13:30:00	4531.27	4533.20	4528.05	4530.21	1324	0	29
2026.03.30	13:35:00	4530.21	4533.58	4530.15	4531.36	1136	0	29
2026.03.30	13:40:00	4531.29	4533.97	4529.87	4533.38	1132	0	29
2026.03.30	13:45:00	4533.37	4534.67	4528.66	4532.09	1211	0	29
2026.03.30	13:50:00	4532.06	4535.55	4529.93	4533.72	1156	0	29
2026.03.30	13:55:00	4533.76	4533.76	4528.82	4532.34	1098	0	29
2026.03.30	14:00:00	4532.38	4534.04	4525.54	4527.21	1393	0	29
2026.03.30	14:05:00	4527.20	4536.20	4527.14	4534.89	1233	0	29
2026.03.30	14:10:00	4534.88	4540.53	4534.62	4538.43	1340	0	29
2026.03.30	14:15:00	4538.32	4545.33	4537.91	4544.56	1395	0	29
2026.03.30	14:20:00	4544.55	4544.71	4535.16	4542.51	1330	0	29
2026.03.30	14:25:00	4542.54	4547.85	4536.08	4543.40	1794	0	29
2026.03.30	14:30:00	4543.36	4545.94	4540.19	4542.85	1924	0	29
2026.03.30	14:35:00	4542.89	4545.72	4538.69	4541.48	1744	0	29
2026.03.30	14:40:00	4541.48	4566.13	4540.57	4566.13	1793	0	29
2026.03.30	14:45:00	4566.16	4573.40	4565.08	4570.71	1935	0	29
2026.03.30	14:50:00	4570.91	4580.63	4569.13	4569.34	1802	0	29
2026.03.30	14:55:00	4569.39	4569.62	4556.14	4559.53	1685	0	29
2026.03.30	15:00:00	4559.55	4560.07	4545.35	4555.21	1853	0	29
2026.03.30	15:05:00	4555.21	4560.43	4555.16	4557.50	1637	0	29
2026.03.30	15:10:00	4557.51	4561.40	4556.02	4556.55	1477	0	29
2026.03.30	15:15:00	4556.56	4567.53	4556.40	4567.19	1593	0	29
2026.03.30	15:20:00	4566.39	4567.97	4563.03	4563.92	1651	0	29
2026.03.30	15:25:00	4563.92	4568.10	4561.06	4565.95	1610	0	29
2026.03.30	15:30:00	4565.90	4573.26	4564.17	4570.93	1797	0	29
2026.03.30	15:35:00	4570.93	4575.10	4568.86	4571.99	1651	0	29
2026.03.30	15:40:00	4572.00	4577.87	4571.75	4573.78	1497	0	29
2026.03.30	15:45:00	4573.78	4574.00	4564.49	4570.79	1563	0	29
2026.03.30	15:50:00	4570.69	4570.69	4563.68	4567.79	1548	0	29
2026.03.30	15:55:00	4567.83	4573.63	4566.66	4569.32	1424	0	29
2026.03.30	16:00:00	4569.38	4578.65	4569.11	4570.52	1890	0	29
2026.03.30	16:05:00	4570.50	4572.45	4561.44	4568.12	1914	0	29
2026.03.30	16:10:00	4568.14	4570.04	4564.27	4565.86	1749	0	29
2026.03.30	16:15:00	4565.69	4568.35	4564.55	4567.82	1699	0	29
2026.03.30	16:20:00	4567.82	4569.05	4558.99	4563.98	1631	0	29
2026.03.30	16:25:00	4564.16	4571.31	4561.92	4567.44	1727	0	29
2026.03.30	16:30:00	4567.33	4573.84	4556.64	4557.73	2068	0	29
2026.03.30	16:35:00	4557.89	4560.94	4550.00	4559.78	2123	0	29
2026.03.30	16:40:00	4560.21	4560.21	4543.15	4544.17	2092	0	29
2026.03.30	16:45:00	4544.20	4548.13	4531.92	4534.67	2110	0	29
2026.03.30	16:50:00	4534.61	4537.69	4529.43	4532.94	2069	0	29
2026.03.30	16:55:00	4533.05	4533.94	4516.69	4523.26	2099	0	29
2026.03.30	17:00:00	4523.29	4535.91	4522.46	4529.34	2051	0	29
2026.03.30	17:05:00	4529.38	4530.48	4517.95	4526.16	2000	0	29
2026.03.30	17:10:00	4526.26	4535.23	4521.73	4533.71	1965	0	29
2026.03.30	17:15:00	4533.66	4534.65	4519.85	4523.44	2012	0	29
2026.03.30	17:20:00	4523.45	4525.81	4512.42	4522.62	2021	0	29
2026.03.30	17:25:00	4522.61	4523.49	4517.38	4519.00	1955	0	29
2026.03.30	17:30:00	4518.94	4525.83	4517.44	4525.31	1997	0	29
2026.03.30	17:35:00	4525.34	4532.60	4521.86	4528.20	2024	0	29
2026.03.30	17:40:00	4528.08	4533.85	4521.00	4522.78	1905	0	29
2026.03.30	17:45:00	4522.81	4540.55	4521.44	4531.64	2078	0	29
2026.03.30	17:50:00	4531.61	4540.94	4530.33	4538.07	2054	0	29
2026.03.30	17:55:00	4538.02	4541.17	4533.64	4538.57	1979	0	29
2026.03.30	18:00:00	4538.57	4543.30	4535.78	4539.37	1904	0	29
2026.03.30	18:05:00	4539.34	4540.95	4532.22	4534.40	1900	0	29
2026.03.30	18:10:00	4534.39	4538.66	4532.79	4532.79	1899	0	29
2026.03.30	18:15:00	4532.84	4534.08	4525.66	4530.32	1904	0	29
2026.03.30	18:20:00	4530.32	4533.72	4524.75	4530.17	1810	0	29
2026.03.30	18:25:00	4530.12	4533.78	4529.20	4531.53	1774	0	29
2026.03.30	18:30:00	4531.58	4541.81	4527.57	4541.48	1821	0	29
2026.03.30	18:35:00	4541.39	4549.56	4541.22	4548.97	1901	0	29
2026.03.30	18:40:00	4548.96	4553.89	4548.17	4551.83	1642	0	29
2026.03.30	18:45:00	4551.84	4556.24	4550.84	4552.25	1789	0	29
2026.03.30	18:50:00	4552.32	4555.37	4545.15	4554.47	1795	0	29
2026.03.30	18:55:00	4554.29	4556.76	4547.15	4548.28	1906	0	29
2026.03.30	19:00:00	4548.23	4549.67	4538.72	4539.87	1862	0	29
2026.03.30	19:05:00	4539.96	4544.32	4537.94	4541.05	1861	0	29
2026.03.30	19:10:00	4541.12	4546.89	4540.40	4544.41	1723	0	29
2026.03.30	19:15:00	4544.44	4548.86	4541.91	4545.22	1705	0	29
2026.03.30	19:20:00	4545.21	4547.62	4542.48	4543.35	1689	0	29
2026.03.30	19:25:00	4543.32	4543.36	4536.69	4536.87	1743	0	29
2026.03.30	19:30:00	4536.85	4541.92	4532.52	4538.87	1641	0	29
2026.03.30	19:35:00	4538.89	4543.23	4538.77	4541.83	1428	0	29
2026.03.30	19:40:00	4541.80	4548.32	4541.66	4548.18	1490	0	29
2026.03.30	19:45:00	4548.22	4548.83	4540.66	4541.76	1657	0	29
2026.03.30	19:50:00	4541.70	4543.88	4540.10	4542.37	1528	0	29
2026.03.30	19:55:00	4542.37	4542.98	4536.65	4539.87	1719	0	29
2026.03.30	20:00:00	4539.77	4542.16	4532.57	4532.68	1689	0	29
2026.03.30	20:05:00	4532.65	4535.42	4531.93	4534.85	1771	0	29
2026.03.30	20:10:00	4534.87	4535.64	4519.42	4522.52	1735	0	29
2026.03.30	20:15:00	4522.50	4525.97	4520.33	4523.73	1777	0	29
2026.03.30	20:20:00	4523.73	4529.23	4522.36	4529.20	1764	0	29
2026.03.30	20:25:00	4529.21	4530.51	4526.93	4527.66	1661	0	29
2026.03.30	20:30:00	4526.31	4527.05	4515.50	4516.69	1892	0	29
2026.03.30	20:35:00	4516.70	4519.63	4514.92	4517.19	1798	0	29
2026.03.30	20:40:00	4517.14	4525.51	4516.02	4524.29	1702	0	29
2026.03.30	20:45:00	4524.29	4528.54	4517.10	4517.45	1762	0	29
2026.03.30	20:50:00	4517.20	4520.49	4514.39	4516.96	1652	0	29
2026.03.30	20:55:00	4517.05	4517.95	4511.40	4514.96	1714	0	29
2026.03.30	21:00:00	4514.96	4523.08	4514.48	4517.75	1700	0	29
2026.03.30	21:05:00	4517.83	4519.92	4513.16	4517.89	1787	0	29
2026.03.30	21:10:00	4517.89	4521.16	4515.96	4518.54	1645	0	29
2026.03.30	21:15:00	4518.83	4519.66	4515.62	4519.37	1579	0	29
2026.03.30	21:20:00	4519.52	4521.36	4514.59	4515.51	1670	0	29
2026.03.30	21:25:00	4515.55	4516.15	4511.53	4513.77	1578	0	29
2026.03.30	21:30:00	4513.77	4517.80	4512.50	4513.45	1474	0	29
2026.03.30	21:35:00	4513.44	4519.44	4513.43	4513.43	1526	0	29
2026.03.30	21:40:00	4513.42	4517.07	4513.09	4515.45	1435	0	29
2026.03.30	21:45:00	4515.45	4518.73	4515.40	4517.70	1344	0	29
2026.03.30	21:50:00	4517.68	4518.35	4506.94	4506.94	1654	0	29
2026.03.30	21:55:00	4506.84	4508.07	4498.39	4498.95	1775	0	29
2026.03.30	22:00:00	4498.97	4502.86	4495.35	4500.11	1815	0	29
2026.03.30	22:05:00	4500.08	4505.01	4497.75	4499.74	1819	0	29
2026.03.30	22:10:00	4499.78	4500.06	4493.51	4497.72	1907	0	29
2026.03.30	22:15:00	4497.72	4501.91	4495.56	4495.91	1802	0	29
2026.03.30	22:20:00	4495.92	4501.20	4493.03	4498.23	1785	0	29
2026.03.30	22:25:00	4498.17	4504.29	4497.05	4501.65	1745	0	29
2026.03.30	22:30:00	4501.65	4510.46	4498.16	4508.96	1771	0	29
2026.03.30	22:35:00	4508.95	4512.92	4504.15	4505.29	1824	0	29
2026.03.30	22:40:00	4505.31	4506.34	4501.46	4504.90	1818	0	29
2026.03.30	22:45:00	4504.90	4510.46	4503.97	4507.10	1693	0	29
2026.03.30	22:50:00	4507.32	4509.37	4504.54	4505.76	1783	0	29
2026.03.30	22:55:00	4505.99	4518.41	4505.98	4513.56	1764	0	29
2026.03.30	23:00:00	4513.49	4516.43	4509.16	4509.46	1243	0	29
2026.03.30	23:05:00	4509.45	4511.78	4509.00	4509.15	1087	0	29
2026.03.30	23:10:00	4509.20	4509.29	4505.39	4508.20	1212	0	29
2026.03.30	23:15:00	4508.22	4509.99	4507.57	4508.14	1033	0	29
2026.03.30	23:20:00	4508.14	4508.43	4502.62	4503.07	970	0	29
2026.03.30	23:25:00	4503.07	4506.47	4502.14	4506.07	935	0	29
2026.03.30	23:30:00	4506.08	4507.06	4503.11	4504.19	879	0	29
2026.03.30	23:35:00	4504.20	4504.50	4501.02	4502.43	875	0	29
2026.03.30	23:40:00	4502.45	4505.27	4502.32	4503.55	792	0	29
2026.03.30	23:45:00	4503.36	4506.39	4502.58	4504.66	831	0	29
2026.03.30	23:50:00	4504.64	4508.40	4504.21	4508.10	756	0	29
2026.03.30	23:55:00	4508.10	4511.12	4508.09	4511.04	403	0	29
2026.03.31	01:00:00	4514.24	4523.70	4513.14	4517.49	1309	0	29
2026.03.31	01:05:00	4517.48	4517.86	4510.02	4511.71	863	0	32
2026.03.31	01:10:00	4511.71	4515.78	4507.68	4508.65	1149	0	29
2026.03.31	01:15:00	4508.64	4512.07	4505.03	4506.34	1060	0	32
2026.03.31	01:20:00	4506.34	4507.08	4505.65	4506.45	760	0	29
2026.03.31	01:25:00	4506.65	4514.78	4502.27	4514.57	1079	0	29
2026.03.31	01:30:00	4514.80	4518.94	4511.77	4512.83	1062	0	29
2026.03.31	01:35:00	4512.82	4513.89	4511.24	4511.59	661	0	29
2026.03.31	01:40:00	4511.60	4512.13	4508.22	4508.67	607	0	29
2026.03.31	01:45:00	4508.72	4512.56	4508.41	4511.96	818	0	29
2026.03.31	01:50:00	4511.98	4513.76	4511.68	4512.96	782	0	32
2026.03.31	01:55:00	4512.94	4515.17	4510.79	4510.79	921	0	29
2026.03.31	02:00:00	4510.65	4510.65	4498.75	4502.53	1361	0	29
2026.03.31	02:05:00	4502.53	4506.81	4494.71	4495.03	1507	0	29
2026.03.31	02:10:00	4495.05	4500.00	4492.64	4498.76	1283	0	29
2026.03.31	02:15:00	4498.78	4507.37	4497.87	4506.63	1283	0	29
2026.03.31	02:20:00	4506.64	4510.15	4505.51	4507.19	1095	0	29
2026.03.31	02:25:00	4507.16	4507.20	4504.18	4505.38	1056	0	29
2026.03.31	02:30:00	4505.37	4508.84	4503.87	4507.04	941	0	29
2026.03.31	02:35:00	4507.03	4515.21	4504.17	4511.08	1174	0	29
2026.03.31	02:40:00	4511.13	4519.59	4509.66	4518.53	1125	0	29
2026.03.31	02:45:00	4518.53	4519.51	4515.01	4518.49	1061	0	29
2026.03.31	02:50:00	4518.50	4520.98	4513.49	4513.57	1208	0	29
2026.03.31	02:55:00	4513.56	4513.68	4507.62	4513.62	1181	0	29
2026.03.31	03:00:00	4513.62	4528.37	4510.67	4528.22	1751	0	29
2026.03.31	03:05:00	4528.24	4528.26	4519.47	4519.49	1596	0	29
2026.03.31	03:10:00	4519.49	4523.28	4514.35	4516.05	1501	0	29
2026.03.31	03:15:00	4516.06	4518.33	4495.49	4496.31	1788	0	29
2026.03.31	03:20:00	4496.21	4498.03	4482.66	4493.90	1813	0	29
2026.03.31	03:25:00	4493.64	4513.43	4490.36	4512.18	1739	0	29
2026.03.31	03:30:00	4512.29	4515.74	4506.64	4511.17	1445	0	29
2026.03.31	03:35:00	4511.21	4531.36	4511.20	4530.10	1852	0	29
2026.03.31	03:40:00	4530.07	4537.12	4524.77	4536.25	1886	0	29
2026.03.31	03:45:00	4536.31	4546.66	4535.53	4538.26	2058	0	29
2026.03.31	03:50:00	4538.22	4542.48	4535.21	4542.24	1834	0	29
2026.03.31	03:55:00	4542.25	4548.02	4539.64	4547.51	1838	0	29
2026.03.31	04:00:00	4547.62	4550.63	4540.34	4541.13	2048	0	29
2026.03.31	04:05:00	4540.99	4541.54	4532.13	4539.17	1854	0	29
2026.03.31	04:10:00	4539.16	4545.40	4533.58	4543.85	1858	0	29
2026.03.31	04:15:00	4543.85	4570.43	4543.47	4569.02	1941	0	29
2026.03.31	04:20:00	4568.90	4585.34	4565.17	4585.00	1965	0	29
2026.03.31	04:25:00	4585.04	4585.63	4575.80	4581.34	1995	0	29
2026.03.31	04:30:00	4581.37	4591.58	4580.29	4581.69	1974	0	29
2026.03.31	04:35:00	4581.71	4588.89	4577.48	4588.60	2061	0	29
2026.03.31	04:40:00	4588.50	4618.96	4588.50	4617.50	2105	0	29
2026.03.31	04:45:00	4617.52	4619.33	4599.47	4602.91	2044	0	29
2026.03.31	04:50:00	4603.13	4614.86	4596.05	4610.35	2012	0	29
2026.03.31	04:55:00	4610.39	4614.43	4600.44	4605.20	1918	0	29
2026.03.31	05:00:00	4605.23	4607.40	4588.59	4593.78	1943	0	29
2026.03.31	05:05:00	4593.78	4600.12	4590.32	4597.18	1894	0	29
2026.03.31	05:10:00	4597.02	4599.69	4588.72	4589.83	1783	0	29
2026.03.31	05:15:00	4589.87	4592.56	4583.81	4587.65	1718	0	29
2026.03.31	05:20:00	4587.65	4588.89	4582.16	4584.93	1660	0	29
2026.03.31	05:25:00	4584.98	4585.32	4578.69	4582.56	1524	0	29
2026.03.31	05:30:00	4582.34	4586.73	4579.48	4580.92	1791	0	29
2026.03.31	05:35:00	4580.92	4588.46	4579.13	4586.18	1705	0	29
2026.03.31	05:40:00	4586.18	4587.26	4579.21	4587.15	1713	0	29
2026.03.31	05:45:00	4587.18	4588.14	4568.95	4571.03	1809	0	29
2026.03.31	05:50:00	4570.84	4579.59	4568.85	4570.58	1888	0	29
2026.03.31	05:55:00	4570.58	4574.32	4565.70	4568.10	1753	0	29
2026.03.31	06:00:00	4567.99	4573.05	4566.09	4570.15	1673	0	29
2026.03.31	06:05:00	4570.15	4577.01	4566.95	4569.97	1771	0	29
2026.03.31	06:10:00	4569.97	4574.06	4567.84	4570.05	1614	0	29
2026.03.31	06:15:00	4570.06	4571.27	4563.81	4563.89	1585	0	29
2026.03.31	06:20:00	4563.85	4567.21	4555.73	4557.37	1540	0	29
2026.03.31	06:25:00	4557.40	4563.74	4556.89	4561.56	1608	0	29
2026.03.31	06:30:00	4561.64	4565.89	4560.78	4565.15	1324	0	29
2026.03.31	06:35:00	4565.14	4565.68	4556.76	4557.41	1360	0	29
2026.03.31	06:40:00	4557.38	4559.21	4550.76	4552.17	1285	0	29
2026.03.31	06:45:00	4551.53	4553.64	4550.26	4552.78	1245	0	29
2026.03.31	06:50:00	4552.78	4557.58	4551.91	4555.21	1214	0	29
2026.03.31	06:55:00	4555.24	4557.31	4553.74	4557.24	1048	0	29
2026.03.31	07:00:00	4557.24	4560.70	4557.17	4559.99	1056	0	29
2026.03.31	07:05:00	4559.98	4566.06	4557.35	4559.83	1337	0	29
2026.03.31	07:10:00	4559.88	4563.30	4557.34	4557.50	1116	0	29
2026.03.31	07:15:00	4557.50	4565.50	4557.12	4563.30	1091	0	29
2026.03.31	07:20:00	4563.30	4569.38	4558.95	4559.39	1176	0	29
2026.03.31	07:25:00	4559.39	4562.22	4558.59	4561.35	1159	0	29
2026.03.31	07:30:00	4561.35	4565.20	4560.96	4564.00	1262	0	29
2026.03.31	07:35:00	4563.98	4563.98	4560.02	4561.88	980	0	29
2026.03.31	07:40:00	4561.88	4564.25	4560.17	4564.02	1067	0	29
2026.03.31	07:45:00	4564.02	4565.42	4561.21	4561.45	1234	0	29
2026.03.31	07:50:00	4561.43	4566.51	4561.08	4565.80	1224	0	29
2026.03.31	07:55:00	4565.73	4568.98	4564.65	4564.69	1129	0	29
2026.03.31	08:00:00	4564.69	4569.23	4564.00	4569.05	1383	0	29
2026.03.31	08:05:00	4569.14	4570.67	4561.62	4561.77	1325	0	29
2026.03.31	08:10:00	4561.76	4562.32	4547.72	4550.35	1613	0	29
2026.03.31	08:15:00	4550.40	4559.00	4549.99	4557.88	1362	0	29
2026.03.31	08:20:00	4557.87	4563.49	4556.33	4563.29	1289	0	29
2026.03.31	08:25:00	4563.27	4567.86	4560.35	4561.42	1151	0	29
2026.03.31	08:30:00	4561.39	4576.02	4558.64	4575.29	1852	0	29
2026.03.31	08:35:00	4575.34	4579.89	4573.99	4577.46	1656	0	29
2026.03.31	08:40:00	4577.47	4579.04	4572.78	4576.82	1603	0	29
2026.03.31	08:45:00	4576.80	4581.59	4576.33	4579.54	1606	0	29
2026.03.31	08:50:00	4579.72	4580.62	4572.95	4573.79	1573	0	29
2026.03.31	08:55:00	4573.78	4574.61	4567.05	4568.71	1642	0	29
2026.03.31	09:00:00	4568.72	4568.93	4558.88	4564.23	1749	0	29
2026.03.31	09:05:00	4564.22	4565.02	4558.65	4558.74	1601	0	29
2026.03.31	09:10:00	4558.82	4561.86	4556.44	4559.58	1649	0	29
2026.03.31	09:15:00	4559.64	4561.09	4554.16	4554.99	1674	0	29
2026.03.31	09:20:00	4554.91	4562.60	4553.27	4560.26	1620	0	29
2026.03.31	09:25:00	4560.24	4564.51	4559.18	4560.67	1597	0	29
2026.03.31	09:30:00	4560.73	4565.63	4559.40	4564.51	1608	0	29
2026.03.31	09:35:00	4564.53	4564.94	4559.69	4561.03	1434	0	29
2026.03.31	09:40:00	4561.07	4561.57	4556.13	4558.89	1472	0	29
2026.03.31	09:45:00	4559.02	4561.29	4554.28	4556.10	1361	0	29
2026.03.31	09:50:00	4556.08	4559.45	4555.91	4558.33	1313	0	29
2026.03.31	09:55:00	4558.32	4561.66	4556.86	4557.20	1461	0	29
2026.03.31	10:00:00	4557.35	4563.99	4554.90	4559.45	1671	0	29
2026.03.31	10:05:00	4559.80	4561.80	4556.36	4556.63	1491	0	29
2026.03.31	10:10:00	4556.60	4557.37	4550.26	4552.50	1482	0	29
2026.03.31	10:15:00	4552.52	4554.41	4543.58	4546.86	1526	0	29
2026.03.31	10:20:00	4546.87	4554.02	4546.79	4550.91	1541	0	29
2026.03.31	10:25:00	4550.91	4556.75	4549.59	4552.13	1618	0	29
2026.03.31	10:30:00	4552.07	4557.38	4551.89	4557.01	1416	0	29
2026.03.31	10:35:00	4557.05	4561.22	4554.40	4554.41	1445	0	29
2026.03.31	10:40:00	4554.41	4560.78	4554.11	4559.77	1392	0	29
2026.03.31	10:45:00	4559.79	4562.79	4557.66	4558.47	1381	0	29
2026.03.31	10:50:00	4558.47	4562.32	4556.94	4559.47	1331	0	29
2026.03.31	10:55:00	4559.46	4565.76	4558.08	4564.43	1389	0	29
2026.03.31	11:00:00	4564.41	4568.33	4560.50	4568.32	1708	0	29
2026.03.31	11:05:00	4568.32	4573.39	4566.49	4567.50	1740	0	29
2026.03.31	11:10:00	4567.52	4569.01	4563.89	4565.98	1520	0	29
2026.03.31	11:15:00	4565.99	4569.22	4564.68	4568.66	1396	0	29
2026.03.31	11:20:00	4568.68	4570.88	4565.32	4568.84	1502	0	29
2026.03.31	11:25:00	4568.84	4572.38	4566.91	4572.29	1481	0	29
2026.03.31	11:30:00	4572.28	4572.81	4567.59	4569.09	1364	0	29
2026.03.31	11:35:00	4569.10	4575.10	4568.97	4570.37	1443	0	29
2026.03.31	11:40:00	4570.30	4573.49	4569.03	4571.34	1353	0	29
2026.03.31	11:45:00	4571.35	4574.14	4569.59	4571.96	1287	0	29
2026.03.31	11:50:00	4571.99	4573.13	4567.65	4571.25	1440	0	29
2026.03.31	11:55:00	4571.25	4571.65	4567.19	4568.62	1316	0	29
2026.03.31	12:00:00	4568.61	4572.43	4563.23	4571.33	1368	0	29
2026.03.31	12:05:00	4571.35	4572.19	4566.54	4569.04	1298	0	29
2026.03.31	12:10:00	4569.06	4570.81	4567.01	4567.63	1331	0	29
